personId,playerName,games_played,avg_minutes,avg_fga,avg_fgm,fg_pct,ts_pct,net_rating,pie,usg_pct,pct_ast,pct_reb,impact_score,predicted_pie,playerName_key,playerName_shooting,team,pos,games,minutes,fg_pct_total,avg_shot_distance,freq_rim,freq_short_paint,freq_mid,freq_long_mid,freq_3p,fg_rim,fg_short_paint,fg_mid,fg_long_mid,fg_3p,defensive_profile,most_taken_shot,best_made_shot,scorer_profile,profile_description,defensive_description,rk,playerName_pbp,age_pbp,team_pbp,pos_pbp,games_pbp,games_started_pbp,minutes_pbp,pg_pct,sg_pct,sf_pct,pf_pct,c_pct,on_court_per_100,on_off_per_100,bad_pass_turnovers,lost_ball_turnovers,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,points_generated_by_assists,and_ones,shots_blocked_against,awards,scoring_value,offensive_creation,lineup_defensive_impact,spacing_value,playmaking_value,rebounding_value,rim_size_value,offense_scaled,defense_scaled,spacing_scaled,playmaking_scaled,rebounding_scaled,lineup_score,lineup_role
2544,LeBron James,169,34.2814201183432,17.100591715976332,8.91715976331361,0.5200355029585798,0.6052033716126174,1.6633136094674554,0.3678106508875739,0.6679771166988195,0.2353942665447111,0.20411331951203252,11.789730028708863,0.36529062419108593,lebron james,LeBron James,LAL,SF,60.0,1989.0,0.515,11.9,0.292,0.235,0.123,0.086,0.264,0.784,0.5,0.425,0.38,0.317,Rim Protector,at the rim,at the rim,On-Ball Creator,"LeBron James profiles as an on-ball creator. They combine scoring volume with creation stats, meaning they likely generate offense for themselves and others. Defensively, they profile as a Rim Protector.",Protects the basket with shot blocking and interior presence. This player is most valuable defensively near the rim.,81.0,LeBron James,41.0,LAL,SF,60.0,60.0,1989.0,0.0,22.0,59.0,19.0,0.0,3.1,2.3,104.0,53.0,28.0,18.0,151.0,3.0,1008.0,35.0,45.0,AS,17.83431952662722,1025.8343195266273,0.40623399585360975,0.264,1008.0,0.20411331951203252,0.0,0.611783755882494,0.613212152206826,0.2755741127348643,0.6090634441087613,0.18085707604072793,0.5183447093298827,Wing
101108,Chris Paul,125,25.35488,6.912,2.976,0.423304,0.5585982536891637,-3.704,0.18120000000000003,0.34543936100735423,0.25592446092290144,0.13556466514820512,6.1262734830822,0.14225375440935642,chris paul,,,,,,,,,,,,,,,,,,Disruptive Defender,Not enough shooting data,Not enough shooting data,Balanced Player,"Chris Paul profiles as a balanced player. Their most common shot comes Not enough shooting data, and they make shots most consistently Not enough shooting data. On defense, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",,,,,,,,,,,,,,,,,,,,,,0.0,,,,5.952,5.952,0.04066939954446153,0.0,0.0,0.13556466514820512,0.0,0.0030101414016042403,0.5460456217531884,0.0,0.0,0.1029360432202621,0.14800906632096503,Wing
200768,Kyle Lowry,81,20.03074074074074,4.049382716049383,1.4814814814814814,0.30085185185185187,0.4328063180170243,-10.119753086419752,0.09950617283950618,0.28360552174809067,0.14203327870343477,0.09787823639039672,3.876741108658365,0.08067169396633928,kyle lowry,,,,,,,,,,,,,,,,,,Disruptive Defender,Not enough shooting data,Not enough shooting data,Balanced Player,"Kyle Lowry profiles as a balanced player. Their most common shot comes Not enough shooting data, and they make shots most consistently Not enough shooting data. On defense, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.962962962962963,2.962962962962963,0.029363470917119015,0.0,0.0,0.09787823639039672,0.0,0.0012259680258966728,0.5439683418220299,0.0,0.0,0.06009690247597729,0.14249216291346387,Wing
201142,Kevin Durant,187,36.38636363636363,18.09625668449198,9.459893048128341,0.5292459893048128,0.641500247513951,3.42620320855615,0.35352941176470587,0.6496838449216247,0.12433347715998469,0.16510268608176867,11.83777217570061,0.3900011890391526,kevin durant,Kevin Durant,HOU,SF,78.0,2840.0,0.52,16.4,0.065,0.145,0.307,0.156,0.327,0.82,0.61,0.533,0.512,0.413,Disruptive Defender,three-point range,short paint / floater range,Mid-Range Shot Creator,"Kevin Durant profiles as a mid-range shot creator. They regularly look for shots from three-point range, while making shots most consistently short paint / floater range. On the defensive side, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",2.0,Kevin Durant,37.0,HOU,SF,78.0,78.0,2840.0,0.0,32.0,61.0,8.0,0.0,5.1,-0.3,136.0,81.0,80.0,21.0,162.0,2.0,847.0,38.0,41.0,"CPOY-9,AS,NBA2",18.919786096256683,865.9197860962566,0.004530805824530602,0.327,847.0,0.16510268608176867,0.0,0.5163298523678052,0.5394057447515636,0.3413361169102297,0.5117824773413897,0.136512677509824,0.45741331015666886,Wing
201143,Al Horford,143,25.237202797202798,7.293706293706293,3.2867132867132867,0.44799300699300704,0.5850734635857987,7.371328671328672,0.176993006993007,0.33830940319426417,0.091730017751158,0.22764902348969387,6.237083952390679,0.1563893300055689,al horford,Al Horford,GSW,C,45.0,969.0,0.426,18.3,0.099,0.222,0.034,0.012,0.633,0.688,0.458,0.545,0.75,0.361,Rim Protector,three-point range,at the rim,Perimeter Shooter,"Al Horford is a perimeter shooter. Their shot profile is built around three-point range, with their best efficiency coming at the rim. Defensively, they profile as a Rim Protector.",Protects the basket with shot blocking and interior presence. This player is most valuable defensively near the rim.,287.0,Al Horford,39.0,GSW,C,45.0,13.0,969.0,0.0,0.0,0.0,6.0,94.0,-1.7,-1.6,22.0,8.0,33.0,10.0,12.0,0.0,290.0,3.0,7.0,,6.573426573426573,296.57342657342656,-0.17170529295309184,0.633,290.0,0.22764902348969387,94.0,0.1764837401819175,0.5070252368602385,0.6607515657620042,0.17522658610271905,0.20761072101182262,0.33474627086358144,Big
201144,Mike Conley,170,23.40529411764706,6.270588235294118,2.541176470588235,0.3812941176470589,0.5556890917111766,2.76,0.14741176470588235,0.32794263169183036,0.18302805394270721,0.10275751714991437,5.423540773811308,0.12554483091317323,mike conley,Mike Conley,MIN,PG,54.0,991.0,0.335,21.1,0.056,0.107,0.037,0.028,0.772,0.5,0.261,0.375,0.167,0.337,Disruptive Defender,three-point range,three-point range,Balanced Player,"Mike Conley profiles as a balanced player. Their most common shot comes three-point range, and they make shots most consistently three-point range. On defense, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",280.0,Mike Conley,38.0,MIN,PG,54.0,15.0,991.0,100.0,0.0,0.0,0.0,0.0,1.2,-3.1,24.0,4.0,51.0,3.0,13.0,15.0,377.0,0.0,3.0,,5.08235294117647,382.08235294117645,-0.43417274485502566,0.772,377.0,0.10275751714991437,0.0,0.22752450947325759,0.4588011246807552,0.8058455114822547,0.22779456193353476,0.06564330743069322,0.3559306986182528,Guard
201145,Jeff Green,111,12.48972972972973,3.981981981981982,1.7207207207207207,0.41383783783783784,0.5463103906988989,-11.517117117117118,0.0754954954954955,0.41272547645615,0.055393866297811886,0.14315954741821882,4.199066809693681,0.08608983510479835,jeff green,,,,,,,,,,,,,,,,,,Disruptive Defender,Not enough shooting data,Not enough shooting data,Balanced Player,"Jeff Green profiles as a balanced player. Their most common shot comes Not enough shooting data, and they make shots most consistently Not enough shooting data. On defense, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",,,,,,,,,,,,,,,,,,,,,,0.0,,,,3.4414414414414414,3.4414414414414414,0.04294786422546564,0.0,0.0,0.14315954741821882,0.0,0.0015115745779642276,0.5464642524655969,0.0,0.0,0.11156934282506953,0.14837762723009187,Wing
201152,Thaddeus Young,27,14.666666666666666,3.6296296296296298,2.185185185185185,0.519,0.5106509241610451,-11.95185185185185,0.10555555555555556,0.3380001249911305,0.12228687706332107,0.24113939364885842,4.556101170613544,0.10868302890261308,thaddeus young,,,,,,,,,,,,,,,,,,Rim Protector,Not enough shooting data,Not enough shooting data,Balanced Player,"Thaddeus Young profiles as a balanced player. Their most common shot comes Not enough shooting data, and they make shots most consistently Not enough shooting data. On defense, they profile as a Rim Protector.",Protects the basket with shot blocking and interior presence. This player is most valuable defensively near the rim.,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4.37037037037037,4.37037037037037,0.07234181809465752,0.0,0.0,0.24113939364885842,0.0,0.0020660575911832456,0.5518649119321889,0.0,0.0,0.2229455745649391,0.16108720847601443,Wing
201566,Russell Westbrook,176,26.607784090909092,11.517045454545455,5.045454545454546,0.43810795454545454,0.5196928048024245,-5.091477272727273,0.22892045454545454,0.5985230566585843,0.2187533655565286,0.17632479067357615,7.955840436815351,0.2086123997806044,russell westbrook,Russell Westbrook,SAC,SF,64.0,1853.0,0.427,15.6,0.136,0.244,0.099,0.069,0.452,0.693,0.488,0.41,0.293,0.338,Disruptive Defender,three-point range,at the rim,On-Ball Creator,"Russell Westbrook profiles as an on-ball creator. They combine scoring volume with creation stats, meaning they likely generate offense for themselves and others. Defensively, they profile as a Disruptive Defender.","Creates defensive pressure with steals, blocks, and activity. This player can force mistakes and break up possessions.",104.0,Russell Westbrook,37.0,SAC,SF,64.0,58.0,1853.0,8.0,48.0,38.0,7.0,0.0,-11.9,-3.3,146.0,47.0,55.0,4.0,88.0,2.0,951.0,13.0,42.0,,10.090909090909092,961.0909090909091,-0.4421025627979271,0.452,951.0,0.17632479067357615,0.0,0.5731380423230457,0.4573441500072469,0.4718162839248435,0.5746223564954682,0.1492691347784347,0.4867528461471468,Guard
201567,Kevin Love,90,14.439444444444444,5.555555555555555,2.2777777777777777,0.3680333333333333,0.5028823448731176,-7.285555555555555,0.13577777777777778,0.47942545589488306,0.10055977256209692,0.3482252948666522,5.301386835298008,0.10283279184206523,kevin love,Kevin Love,UTA,PF,37.0,613.0,0.397,19.5,0.151,0.085,0.035,0.015,0.714,0.367,0.529,0.571,0.667,0.373,Rim Protector,three-point range,short paint / floater range,Elite 3PT Threat,Kevin Love profiles as an elite 3PT threat. They consistently take shots from three-point range and are most efficient short paint / floater range. Their defensive profile is Rim Protector.,Protects the basket with shot blocking and interior presence. This player is most valuable defensively near the rim.,361.0,Kevin Love,37.0,UTA,PF,37.0,5.0,613.0,0.0,0.0,10.0,64.0,26.0,-6.9,1.4,18.0,7.0,36.0,2.0,16.0,4.0,153.0,5.0,1.0,,4.555555555555555,157.55555555555554,0.3144675884599957,0.714,153.0,0.3482252948666522,26.0,0.09350317448658493,0.596351572000061,0.7453027139874739,0.09244712990936556,0.3446728951205424,0.3419965723957611,Wing
